"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"22.08.2004","198,55","192,86","198,62","191,51","950,78M","2,95%"
"15.08.2004","192,86","188,26","195,84","186,52","1,03B","2,44%"
"08.08.2004","188,26","191,88","196,09","186,00","1,10B","-1,89%"
"01.08.2004","191,88","193,81","197,54","189,67","1,55B","-1,00%"
"25.07.2004","193,81","189,04","194,12","184,98","1,28B","2,52%"
"18.07.2004","189,04","191,57","191,84","185,41","1,07B","-1,32%"
"11.07.2004","191,57","183,27","191,57","182,74","1,21B","4,53%"
"04.07.2004","183,27","184,16","187,08","179,94","915,68M","-0,48%"
"27.06.2004","184,16","173,55","184,90","172,93","1,02B","6,11%"
"20.06.2004","173,55","169,64","173,95","166,30","677,93M","2,30%"
"13.06.2004","169,64","176,64","176,64","168,27","632,23M","-3,96%"
"06.06.2004","176,64","177,08","180,49","174,92","989,32M","-0,25%"
"30.05.2004","177,08","173,28","177,08","166,72","830,48M","2,19%"
"23.05.2004","173,28","166,29","174,61","166,29","1,36B","4,20%"
"16.05.2004","166,29","165,31","167,75","158,04","701,53M","0,59%"
"09.05.2004","165,31","170,02","174,13","163,81","1,01B","-2,77%"
"02.05.2004","170,02","180,23","183,74","168,99","1,42B","-5,66%"
"25.04.2004","180,23","194,31","196,01","174,71","1,25B","-7,25%"
"18.04.2004","194,31","192,69","200,26","191,37","1,02B","0,84%"
"11.04.2004","192,69","195,05","195,72","183,28","1,34B","-1,21%"
"04.04.2004","195,05","204,85","206,11","193,01","1,33B","-4,78%"
"28.03.2004","204,85","208,36","213,15","198,80","1,83B","-1,68%"
"21.03.2004","208,36","200,24","209,13","199,79","2,43B","4,06%"
"14.03.2004","200,24","193,64","200,24","191,23","1,36B","3,41%"
"07.03.2004","193,64","191,66","198,62","191,42","1,85B","1,03%"
"29.02.2004","191,66","188,89","193,65","186,76","1,17B","1,47%"
"22.02.2004","188,89","186,04","190,54","182,27","1,29B","1,53%"
"15.02.2004","186,04","190,00","199,30","181,03","1,13B","-2,08%"
"08.02.2004","190,00","169,66","192,46","165,66","1,42B","11,99%"
"01.02.2004","169,66","172,59","175,16","166,78","257,37M","-1,70%"
"25.01.2004","172,59","185,18","186,58","169,83","966,31M","-6,80%"
"18.01.2004","185,18","183,01","189,92","177,13","1,01B","1,19%"
"11.01.2004","183,01","199,26","201,90","182,40","1,62B","-8,16%"
"04.01.2004","199,26","191,48","199,69","186,71","2,04B","4,06%"
"28.12.2003","191,48","179,97","191,69","178,59","927,68M","6,40%"
"21.12.2003","179,97","182,06","187,01","175,36","1,89B","-1,15%"
"14.12.2003","182,06","169,55","182,10","169,55","2,03B","7,38%"
"07.12.2003","169,55","165,05","171,01","164,72","2,08B","2,73%"
"30.11.2003","165,05","146,18","167,46","146,18","1,17B","12,91%"
"16.11.2003","146,18","160,81","161,81","146,18","941,55M","-9,10%"
"09.11.2003","160,81","157,08","162,81","151,22","1,58B","2,37%"
"02.11.2003","157,08","157,54","165,41","154,04","2,02B","-0,29%"
"26.10.2003","157,54","148,66","157,76","143,92","1,06B","5,97%"
"19.10.2003","148,66","153,82","156,65","146,91","1,20B","-3,35%"
"12.10.2003","153,82","154,21","157,56","147,41","2,14B","-0,25%"
"05.10.2003","154,21","142,10","164,43","142,10","3,46B","8,52%"
"28.09.2003","142,10","137,59","144,17","128,34","1,83B","3,28%"
"21.09.2003","137,59","136,64","141,48","136,03","1,44B","0,70%"
"14.09.2003","136,64","127,15","136,64","126,03","1,85B","7,46%"
"07.09.2003","127,15","116,32","128,06","114,70","1,48B","9,31%"
"31.08.2003","116,32","116,12","117,62","115,43","607,71M","0,17%"
"24.08.2003","116,12","120,01","120,74","114,12","777,31M","-3,24%"
"17.08.2003","120,01","118,77","120,20","114,79","753,00M","1,04%"
"10.08.2003","118,77","115,58","120,75","114,68","958,05M","2,76%"
"03.08.2003","115,58","106,21","115,84","106,21","1,29B","8,82%"
"27.07.2003","106,21","105,61","106,52","104,04","366,54M","0,57%"
"20.07.2003","105,61","108,57","109,26","103,19","549,81M","-2,73%"
"13.07.2003","108,57","104,55","109,93","104,55","895,62M","3,85%"
"06.07.2003","104,55","105,03","105,47","101,82","593,85M","-0,46%"
"29.06.2003","105,03","109,81","109,94","104,29","551,60M","-4,35%"
"22.06.2003","109,81","107,84","110,13","106,51","485,28M","1,83%"
"15.06.2003","107,84","107,14","113,14","106,59","983,15M","0,65%"
"08.06.2003","107,14","109,73","109,73","103,96","612,74M","-2,36%"
"01.06.2003","109,73","113,81","116,33","109,29","958,59M","-3,58%"
"25.05.2003","113,81","110,56","116,14","109,76","1,56B","2,94%"
"18.05.2003","110,56","103,06","110,56","101,84","934,42M","7,28%"
"11.05.2003","103,06","106,40","108,20","101,68","776,24M","-3,14%"
"04.05.2003","106,40","113,01","114,07","105,76","951,51M","-5,85%"
"27.04.2003","113,01","113,41","116,24","112,33","1,06B","-0,35%"
"20.04.2003","113,41","112,54","115,76","110,67","1,20B","0,77%"
"13.04.2003","112,54","105,66","114,54","105,66","898,13M","6,51%"
"06.04.2003","105,66","104,15","108,97","101,56","1,32B","1,45%"
"30.03.2003","104,15","96,31","105,04","93,71","872,35M","8,14%"
"23.03.2003","96,31","94,07","97,22","87,92","689,50M","2,38%"
"16.03.2003","94,07","106,04","106,04","89,51","766,68M","-11,29%"
"09.03.2003","106,04","109,61","111,11","103,92","500,95M","-3,26%"
"02.03.2003","109,61","115,74","115,74","100,61","857,23M","-5,30%"
"23.02.2003","115,74","117,54","120,15","110,19","886,75M","-1,53%"
"16.02.2003","117,54","110,14","120,26","108,11","1,47B","6,72%"
"02.02.2003","110,14","110,32","111,63","103,58","775,40M","-0,16%"
"26.01.2003","110,32","108,26","110,32","105,49","987,84M","1,90%"
"19.01.2003","108,26","103,48","108,82","101,44","689,67M","4,62%"
"12.01.2003","103,48","102,04","105,05","100,38","625,67M","1,41%"
"05.01.2003","102,04","108,38","108,38","96,65","782,77M","-5,85%"
"29.12.2002","108,38","104,64","108,38","101,50","531,14M","3,57%"
"22.12.2002","104,64","112,86","112,95","100,02","1,05B","-7,28%"
"15.12.2002","112,86","130,47","130,86","108,79","984,81M","-13,50%"
"08.12.2002","130,47","132,87","132,87","125,07","876,63M","-1,81%"
"01.12.2002","132,87","133,00","134,08","130,19","375,22M","-0,10%"
"24.11.2002","133,00","135,01","135,80","123,86","679,17M","-1,49%"
"17.11.2002","135,01","135,98","142,51","130,00","1,79B","-0,71%"
"10.11.2002","135,98","132,22","135,98","119,90","1,63B","2,84%"
"03.11.2002","132,22","102,17","144,08","101,89","2,67B","29,41%"
"27.10.2002","102,17","104,12","106,25","100,44","549,03M","-1,87%"
"20.10.2002","104,12","99,04","105,23","97,55","1,07B","5,13%"
"13.10.2002","99,04","93,07","99,04","89,59","645,43M","6,41%"
"06.10.2002","93,07","89,33","93,63","86,89","526,36M","4,19%"
"29.09.2002","89,33","88,78","92,21","86,81","356,51M","0,62%"
"22.09.2002","88,78","93,25","93,87","87,63","344,06M","-4,79%"
"15.09.2002","93,25","92,49","93,65","90,09","325,61M","0,82%"
"08.09.2002","92,49","96,53","96,56","88,71","382,31M","-4,19%"
"01.09.2002","96,53","95,47","96,53","91,88","375,09M","1,11%"
"25.08.2002","95,47","93,50","96,14","91,27","319,96M","2,11%"
"18.08.2002","93,50","99,22","99,22","92,67","423,39M","-5,76%"
"11.08.2002","99,22","104,16","104,16","95,00","485,59M","-4,74%"
"04.08.2002","104,16","107,82","109,88","103,26","678,76M","-3,39%"
"28.07.2002","107,82","100,69","109,81","98,83","715,24M","7,08%"
"21.07.2002","100,69","104,73","104,73","96,34","602,62M","-3,86%"
"14.07.2002","104,73","94,99","108,04","92,41","1,07B","10,25%"
"07.07.2002","94,99","93,51","94,99","85,42","650,12M","1,58%"
"30.06.2002","93,51","93,80","96,17","85,14","536,46M","-0,31%"
"23.06.2002","93,80","92,20","94,21","85,36","498,18M","1,74%"
"16.06.2002","92,20","94,65","96,06","89,97","365,45M","-2,59%"
"09.06.2002","94,65","101,51","101,51","93,40","337,41M","-6,76%"
"02.06.2002","101,51","104,14","106,11","100,42","279,59M","-2,53%"
"26.05.2002","104,14","108,94","112,18","101,33","327,64M","-4,41%"
"19.05.2002","108,94","106,10","109,72","104,62","277,42M","2,68%"
"12.05.2002","106,10","116,39","116,95","104,55","388,77M","-8,84%"
"05.05.2002","116,39","114,69","122,71","112,06","474,83M","1,48%"
"28.04.2002","114,69","120,41","120,41","112,08","310,56M","-4,75%"
"21.04.2002","120,41","119,71","120,50","114,51","268,81M","0,58%"
"14.04.2002","119,71","122,40","126,76","116,96","655,50M","-2,20%"
"07.04.2002","122,40","118,64","124,72","113,21","848,49M","3,17%"
"31.03.2002","118,64","116,79","118,64","111,82","338,63M","1,58%"
"24.03.2002","116,79","117,92","121,73","115,48","690,36M","-0,96%"
"17.03.2002","117,92","107,72","118,49","104,44","552,86M","9,47%"
"10.03.2002","107,72","117,05","117,06","104,68","276,75M","-7,97%"
"03.03.2002","117,05","114,71","119,68","112,42","480,80M","2,04%"
"24.02.2002","114,71","111,66","114,88","107,16","283,93M","2,73%"
"17.02.2002","111,66","114,79","115,26","109,57","201,85M","-2,73%"
"10.02.2002","114,79","112,55","119,77","112,28","493,25M","1,99%"
"03.02.2002","112,55","133,75","133,75","107,75","525,36M","-15,85%"
"27.01.2002","133,75","128,71","135,00","120,70","587,74M","3,92%"
"20.01.2002","128,71","130,12","131,23","123,38","473,92M","-1,08%"
"13.01.2002","130,12","136,16","139,14","126,36","661,86M","-4,44%"
"06.01.2002","136,16","142,73","150,72","134,55","1,07B","-4,60%"
"30.12.2001","142,73","140,78","142,74","136,01","347,70M","3,56%"
"23.12.2001","137,83","127,21","139,61","124,97","688,14M","8,35%"
"16.12.2001","127,21","127,62","130,69","123,49","264,21M","-0,32%"
"09.12.2001","127,62","126,63","130,45","123,80","660,23M","0,78%"
"02.12.2001","126,63","116,34","128,43","111,26","1,08B","8,84%"
"25.11.2001","116,34","117,19","122,08","105,51","901,97M","-0,73%"
"18.11.2001","117,19","113,71","124,38","113,71","1,01B","3,06%"
"11.11.2001","113,71","100,81","115,67","99,64","826,92M","12,80%"
"04.11.2001","100,81","100,70","106,46","98,64","826,28M","0,11%"
"28.10.2001","100,70","99,16","100,80","95,67","503,84M","1,55%"
"21.10.2001","99,16","88,23","99,16","87,62","803,16M","12,39%"
"14.10.2001","88,23","84,31","89,90","82,47","723,88M","4,65%"
"07.10.2001","84,31","75,99","87,96","72,63","556,64M","10,95%"
"30.09.2001","75,99","76,26","78,89","75,15","323,34M","-0,35%"
"23.09.2001","76,26","74,93","77,57","71,94","290,33M","4,38%"
"16.09.2001","73,06","79,38","79,52","68,82","400,77M","-7,96%"
"09.09.2001","79,38","96,28","96,62","78,43","281,95M","-17,55%"
"02.09.2001","96,28","98,79","99,34","93,43","267,71M","-2,54%"
"26.08.2001","98,79","100,50","104,24","96,54","318,77M","-1,70%"
"19.08.2001","100,50","97,37","100,50","94,00","368,66M","3,21%"
"12.08.2001","97,37","94,01","98,79","86,60","372,63M","3,57%"
"05.08.2001","94,01","101,02","102,60","90,82","269,75M","-6,94%"
"29.07.2001","101,02","97,65","102,67","97,30","309,21M","3,45%"
"22.07.2001","97,65","96,85","102,54","92,70","466,64M","0,83%"
"15.07.2001","96,85","89,41","99,00","85,10","547,87M","8,32%"
"08.07.2001","89,41","101,69","105,10","83,27","501,49M","-12,08%"
"01.07.2001","101,69","112,04","115,14","100,04","289,34M","-9,24%"
"24.06.2001","112,04","111,20","113,76","106,57","320,12M","0,76%"
"17.06.2001","111,20","118,40","122,47","105,86","356,43M","-6,08%"
"10.06.2001","118,40","121,38","121,38","111,52","353,61M","-2,46%"
"03.06.2001","121,38","112,71","123,18","109,62","434,06M","7,69%"
"27.05.2001","112,71","119,68","119,77","100,31","413,60M","-5,82%"
"20.05.2001","119,68","127,98","131,05","115,26","422,61M","-6,05%"
"13.05.2001","127,39","117,79","127,39","115,12","507,74M","8,15%"
"06.05.2001","117,79","125,30","130,28","115,96","462,87M","-5,99%"
"29.04.2001","125,30","123,63","133,29","116,83","809,04M","1,35%"
"22.04.2001","123,63","96,58","126,30","96,58","609,39M","28,01%"
"15.04.2001","96,58","89,40","96,91","88,62","453,98M","8,03%"
"08.04.2001","89,40","82,37","91,62","80,67","366,09M","8,53%"
"01.04.2001","82,37","80,23","85,42","76,82","326,37M","2,67%"
"25.03.2001","80,23","83,66","84,61","70,69","232,26M","-4,10%"
"18.03.2001","83,66","87,63","90,38","82,46","269,07M","-4,53%"
"11.03.2001","87,63","95,14","96,48","79,29","308,90M","-7,89%"
"25.02.2001","95,14","83,45","97,23","83,45","323,56M","14,01%"
"18.02.2001","83,45","101,69","101,69","67,97","560,46M","-17,94%"
"11.02.2001","101,69","95,46","102,20","89,43","282,06M","6,53%"
"04.02.2001","95,46","105,47","105,47","92,67","259,23M","-9,49%"
"28.01.2001","105,47","107,43","108,98","102,62","247,90M","-1,82%"
"21.01.2001","107,43","114,01","114,80","106,17","306,42M","-5,77%"
"14.01.2001","114,01","109,65","114,44","102,42","378,13M","3,98%"
"07.01.2001","109,65","100,07","116,63","98,52","434,42M","9,57%"
"31.12.2000","100,07","94,37","103,68","90,99","176,10M","6,04%"
"17.12.2000","94,37","94,23","95,18","89,57","170,15M","0,15%"
"10.12.2000","94,23","97,99","102,19","84,84","277,92M","-3,84%"
"03.12.2000","97,99","79,78","107,81","71,09","342,78M","22,83%"
"26.11.2000","79,78","108,09","112,46","77,92","334,84M","-26,19%"
"19.11.2000","108,09","128,32","128,32","103,33","231,85M","-15,77%"
"12.11.2000","128,32","138,01","138,50","126,67","206,61M","-7,02%"
"05.11.2000","138,01","148,03","148,20","132,98","261,58M","-6,77%"
"29.10.2000","148,03","132,28","149,33","131,88","325,41M","11,91%"
"22.10.2000","132,28","135,81","137,35","130,65","257,81M","-2,60%"
"15.10.2000","135,81","130,15","140,59","130,15","337,47M","4,35%"
"08.10.2000","130,15","124,60","133,68","120,31","367,77M","4,45%"
"01.10.2000","124,60","113,50","125,34","111,27","234,93M","9,78%"
"24.09.2000","113,50","111,00","115,53","110,40","191,62M","2,16%"
"17.09.2000","111,10","114,66","115,60","103,10","233,50M","-3,10%"
"10.09.2000","114,66","121,72","122,44","110,69","261,03M","-5,80%"
"03.09.2000","121,72","130,70","133,09","119,10","297,47M","-6,87%"
"27.08.2000","130,70","130,52","134,84","128,84","190,48M","0,14%"
"20.08.2000","130,52","131,97","133,52","123,43","234,42M","-1,10%"
"13.08.2000","131,97","133,04","136,74","128,12","190,45M","-0,80%"
"06.08.2000","133,04","137,89","137,89","124,92","145,02M","-3,52%"
"30.07.2000","137,89","141,30","143,04","136,65","146,03M","-2,41%"
"23.07.2000","141,30","136,01","141,30","133,79","176,65M","3,89%"
"16.07.2000","136,01","135,22","136,01","124,76","158,54M","0,58%"
"09.07.2000","135,22","143,44","150,18","132,32","174,85M","-5,73%"
"02.07.2000","143,44","144,66","147,70","139,50","122,33M","-0,84%"
"25.06.2000","144,66","149,31","150,29","143,22","140,21M","-3,11%"
"18.06.2000","149,31","143,51","150,31","140,51","145,48M","4,04%"
"11.06.2000","143,51","164,61","165,13","142,14","182,29M","-12,82%"
"04.06.2000","164,61","165,20","168,91","160,21","191,85M","-0,36%"
"28.05.2000","165,20","159,22","169,55","154,59","209,62M","3,76%"
"21.05.2000","159,22","164,49","164,49","150,57","163,68M","-3,20%"
"14.05.2000","164,49","176,04","176,27","161,23","107,92M","-6,31%"
"07.05.2000","175,57","180,86","182,69","169,42","192,40M","-2,92%"
"30.04.2000","180,86","192,06","196,00","174,31","256,99M","-5,83%"
"23.04.2000","192,06","169,86","192,57","164,75","302,07M","13,07%"
"16.04.2000","169,86","183,67","183,67","163,91","201,07M","-7,52%"
"09.04.2000","183,67","169,01","184,62","164,01","281,59M","8,67%"
"02.04.2000","169,01","159,20","171,26","151,87","224,29M","6,16%"
"26.03.2000","159,20","176,69","178,53","152,01","199,00M","-9,90%"
